country,year,sex,age,suicides_no, population ,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation
Switzerland,2012,female,15-24 years,10," 460,498 ",Switzerland2012,"6,68,04,36,14,123",87951,Millenials
Switzerland,2012,male,5-14 years,3," 408,718 ",Switzerland2012,"6,68,04,36,14,123",87951,Generation Z
Switzerland,2012,female,5-14 years,0," 387,636 ",Switzerland2012,"6,68,04,36,14,123",87951,Generation Z
Switzerland,2013,male,75+ years,146," 256,661 ",Switzerland2013,"6,88,50,41,73,431",89634,Silent
Switzerland,2013,male,55-74 years,253," 848,732 ",Switzerland2013,"6,88,50,41,73,431",89634,Boomers
Switzerland,2013,male,35-54 years,255," 1,233,315 ",Switzerland2013,"6,88,50,41,73,431",89634,Generation X
Switzerland,2013,male,25-34 years,78," 556,884 ",Switzerland2013,"6,88,50,41,73,431",89634,Millenials
Switzerland,2013,female,55-74 years,109," 886,881 ",Switzerland2013,"6,88,50,41,73,431",89634,Boomers
Switzerland,2013,male,15-24 years,52," 480,011 ",Switzerland2013,"6,88,50,41,73,431",89634,Millenials
Switzerland,2013,female,75+ years,37," 401,512 ",Switzerland2013,"6,88,50,41,73,431",89634,Silent
Switzerland,2013,female,35-54 years,100," 1,212,632 ",Switzerland2013,"6,88,50,41,73,431",89634,Generation X
Switzerland,2013,female,25-34 years,21," 545,796 ",Switzerland2013,"6,88,50,41,73,431",89634,Millenials
Switzerland,2013,female,15-24 years,17," 460,483 ",Switzerland2013,"6,88,50,41,73,431",89634,Millenials
Switzerland,2013,male,5-14 years,2," 409,829 ",Switzerland2013,"6,88,50,41,73,431",89634,Generation Z
Switzerland,2013,female,5-14 years,1," 388,582 ",Switzerland2013,"6,88,50,41,73,431",89634,Generation Z
Switzerland,2014,male,75+ years,144," 267,638 ",Switzerland2014,"7,09,18,25,59,935",90809,Silent
Switzerland,2014,male,55-74 years,249," 871,329 ",Switzerland2014,"7,09,18,25,59,935",90809,Boomers
Switzerland,2014,male,35-54 years,245," 1,244,576 ",Switzerland2014,"7,09,18,25,59,935",90809,Generation X
Switzerland,2014,male,25-34 years,68," 572,530 ",Switzerland2014,"7,09,18,25,59,935",90809,Millenials
Switzerland,2014,female,75+ years,47," 408,120 ",Switzerland2014,"7,09,18,25,59,935",90809,Silent
Switzerland,2014,male,15-24 years,48," 488,444 ",Switzerland2014,"7,09,18,25,59,935",90809,Millenials
Switzerland,2014,female,55-74 years,88," 904,916 ",Switzerland2014,"7,09,18,25,59,935",90809,Boomers
Switzerland,2014,female,35-54 years,95," 1,223,053 ",Switzerland2014,"7,09,18,25,59,935",90809,Generation X
Switzerland,2014,female,25-34 years,30," 565,099 ",Switzerland2014,"7,09,18,25,59,935",90809,Millenials
Switzerland,2014,female,15-24 years,14," 468,004 ",Switzerland2014,"7,09,18,25,59,935",90809,Millenials
Switzerland,2014,female,5-14 years,2," 387,232 ",Switzerland2014,"7,09,18,25,59,935",90809,Generation Z
Switzerland,2014,male,5-14 years,2," 408,680 ",Switzerland2014,"7,09,18,25,59,935",90809,Generation Z
Switzerland,2015,male,75+ years,143," 275,569 ",Switzerland2015,"6,79,28,91,66,858",86068,Silent
Switzerland,2015,male,55-74 years,264," 891,482 ",Switzerland2015,"6,79,28,91,66,858",86068,Boomers
Switzerland,2015,male,35-54 years,242," 1,248,988 ",Switzerland2015,"6,79,28,91,66,858",86068,Generation X
Switzerland,2015,male,25-34 years,80," 586,880 ",Switzerland2015,"6,79,28,91,66,858",86068,Millenials
Switzerland,2015,male,15-24 years,62," 482,708 ",Switzerland2015,"6,79,28,91,66,858",86068,Millenials
Switzerland,2015,female,75+ years,41," 414,205 ",Switzerland2015,"6,79,28,91,66,858",86068,Silent
Switzerland,2015,female,35-54 years,111," 1,227,126 ",Switzerland2015,"6,79,28,91,66,858",86068,Generation X
Switzerland,2015,female,55-74 years,82," 922,222 ",Switzerland2015,"6,79,28,91,66,858",86068,Boomers
Switzerland,2015,female,15-24 years,20," 462,559 ",Switzerland2015,"6,79,28,91,66,858",86068,Millenials
Switzerland,2015,female,25-34 years,24," 577,973 ",Switzerland2015,"6,79,28,91,66,858",86068,Millenials
Switzerland,2015,female,5-14 years,2," 390,910 ",Switzerland2015,"6,79,28,91,66,858",86068,Generation Z
Switzerland,2015,male,5-14 years,2," 411,880 ",Switzerland2015,"6,79,28,91,66,858",86068,Generation Z
Thailand,1985,male,25-34 years,453," 4,104,134 ",Thailand1985,"38,90,06,92,712",840,Boomers
Thailand,1985,male,55-74 years,211," 1,912,525 ",Thailand1985,"38,90,06,92,712",840,G.I. Generation
Thailand,1985,female,15-24 years,593," 5,558,670 ",Thailand1985,"38,90,06,92,712",840,Generation X
Thailand,1985,male,15-24 years,573," 5,671,609 ",Thailand1985,"38,90,06,92,712",840,Generation X
Thailand,1985,male,75+ years,28," 289,378 ",Thailand1985,"38,90,06,92,712",840,G.I. Generation
Thailand,1985,male,35-54 years,448," 4,748,330 ",Thailand1985,"38,90,06,92,712",840,Silent
Thailand,1985,female,25-34 years,254," 4,232,095 ",Thailand1985,"38,90,06,92,712",840,Boomers
Thailand,1985,female,35-54 years,236," 4,923,818 ",Thailand1985,"38,90,06,92,712",840,Silent
Thailand,1985,female,55-74 years,94," 2,055,721 ",Thailand1985,"38,90,06,92,712",840,G.I. Generation
Thailand,1985,female,75+ years,17," 424,010 ",Thailand1985,"38,90,06,92,712",840,G.I. Generation
Thailand,1985,female,5-14 years,46," 6,090,740 ",Thailand1985,"38,90,06,92,712",840,Generation X
Thailand,1985,male,5-14 years,29," 6,292,413 ",Thailand1985,"38,90,06,92,712",840,Generation X
Thailand,1986,male,55-74 years,214," 2,003,202 ",Thailand1986,"43,09,67,46,122",911,G.I. Generation
Thailand,1986,male,25-34 years,449," 4,245,701 ",Thailand1986,"43,09,67,46,122",911,Boomers
Thailand,1986,male,35-54 years,495," 4,920,429 ",Thailand1986,"43,09,67,46,122",911,Silent
Thailand,1986,male,15-24 years,555," 5,782,196 ",Thailand1986,"43,09,67,46,122",911,Generation X
Thailand,1986,female,15-24 years,485," 5,664,614 ",Thailand1986,"43,09,67,46,122",911,Generation X
Thailand,1986,male,75+ years,22," 304,445 ",Thailand1986,"43,09,67,46,122",911,G.I. Generation
Thailand,1986,female,25-34 years,229," 4,396,441 ",Thailand1986,"43,09,67,46,122",911,Boomers
Thailand,1986,female,35-54 years,204," 5,141,949 ",Thailand1986,"43,09,67,46,122",911,Silent
Thailand,1986,female,55-74 years,66," 2,156,904 ",Thailand1986,"43,09,67,46,122",911,G.I. Generation
Thailand,1986,female,75+ years,8," 443,980 ",Thailand1986,"43,09,67,46,122",911,G.I. Generation
Thailand,1986,male,5-14 years,39," 6,233,965 ",Thailand1986,"43,09,67,46,122",911,Generation X
Thailand,1986,female,5-14 years,32," 6,037,639 ",Thailand1986,"43,09,67,46,122",911,Generation X
Thailand,1987,male,55-74 years,239," 2,100,709 ",Thailand1987,"50,53,54,38,696",1045,G.I. Generation
Thailand,1987,male,75+ years,36," 319,010 ",Thailand1987,"50,53,54,38,696",1045,G.I. Generation
Thailand,1987,male,15-24 years,621," 5,884,434 ",Thailand1987,"50,53,54,38,696",1045,Generation X
Thailand,1987,male,25-34 years,454," 4,380,094 ",Thailand1987,"50,53,54,38,696",1045,Boomers
Thailand,1987,female,15-24 years,531," 5,761,312 ",Thailand1987,"50,53,54,38,696",1045,Generation X
Thailand,1987,male,35-54 years,458," 5,107,474 ",Thailand1987,"50,53,54,38,696",1045,Silent
Thailand,1987,female,25-34 years,265," 4,549,086 ",Thailand1987,"50,53,54,38,696",1045,Boomers
Thailand,1987,female,75+ years,20," 463,349 ",Thailand1987,"50,53,54,38,696",1045,G.I. Generation
Thailand,1987,female,55-74 years,96," 2,269,321 ",Thailand1987,"50,53,54,38,696",1045,G.I. Generation
Thailand,1987,female,35-54 years,227," 5,381,053 ",Thailand1987,"50,53,54,38,696",1045,Silent
Thailand,1987,male,5-14 years,47," 6,175,269 ",Thailand1987,"50,53,54,38,696",1045,Generation X
Thailand,1987,female,5-14 years,41," 5,985,299 ",Thailand1987,"50,53,54,38,696",1045,Generation X
Thailand,1990,male,75+ years,55," 355,816 ",Thailand1990,"85,34,30,63,966",1666,G.I. Generation
Thailand,1990,male,25-34 years,622," 4,749,653 ",Thailand1990,"85,34,30,63,966",1666,Boomers
Thailand,1990,male,15-24 years,753," 6,077,084 ",Thailand1990,"85,34,30,63,966",1666,Generation X
Thailand,1990,male,55-74 years,293," 2,438,191 ",Thailand1990,"85,34,30,63,966",1666,G.I. Generation
Thailand,1990,male,35-54 years,665," 5,708,264 ",Thailand1990,"85,34,30,63,966",1666,Silent
Thailand,1990,female,15-24 years,511," 5,917,572 ",Thailand1990,"85,34,30,63,966",1666,Generation X
Thailand,1990,female,25-34 years,339," 4,920,571 ",Thailand1990,"85,34,30,63,966",1666,Boomers
Thailand,1990,female,75+ years,29," 515,149 ",Thailand1990,"85,34,30,63,966",1666,G.I. Generation
Thailand,1990,female,35-54 years,290," 6,146,476 ",Thailand1990,"85,34,30,63,966",1666,Silent
Thailand,1990,female,55-74 years,102," 2,660,151 ",Thailand1990,"85,34,30,63,966",1666,G.I. Generation
Thailand,1990,male,5-14 years,51," 5,967,616 ",Thailand1990,"85,34,30,63,966",1666,Generation X
Thailand,1990,female,5-14 years,43," 5,772,125 ",Thailand1990,"85,34,30,63,966",1666,Generation X
Thailand,1991,male,25-34 years,643," 4,868,128 ",Thailand1991,"98,23,46,95,722",1891,Boomers
Thailand,1991,male,15-24 years,768," 6,087,070 ",Thailand1991,"98,23,46,95,722",1891,Generation X
Thailand,1991,male,75+ years,44," 371,586 ",Thailand1991,"98,23,46,95,722",1891,G.I. Generation
Thailand,1991,male,55-74 years,295," 2,536,730 ",Thailand1991,"98,23,46,95,722",1891,Silent
Thailand,1991,male,35-54 years,636," 5,900,518 ",Thailand1991,"98,23,46,95,722",1891,Boomers
Thailand,1991,female,15-24 years,460," 5,931,431 ",Thailand1991,"98,23,46,95,722",1891,Generation X
Thailand,1991,female,25-34 years,277," 4,997,931 ",Thailand1991,"98,23,46,95,722",1891,Boomers
Thailand,1991,female,55-74 years,118," 2,781,252 ",Thailand1991,"98,23,46,95,722",1891,Silent
Thailand,1991,female,35-54 years,268," 6,340,273 ",Thailand1991,"98,23,46,95,722",1891,Boomers
Thailand,1991,female,75+ years,22," 532,918 ",Thailand1991,"98,23,46,95,722",1891,G.I. Generation
Thailand,1991,male,5-14 years,16," 5,895,849 ",Thailand1991,"98,23,46,95,722",1891,Millenials
Thailand,1991,female,5-14 years,12," 5,704,007 ",Thailand1991,"98,23,46,95,722",1891,Millenials
Thailand,1992,male,25-34 years,641," 4,975,370 ",Thailand1992,"1,11,45,28,69,378",2120,Boomers
Thailand,1992,male,75+ years,46," 385,458 ",Thailand1992,"1,11,45,28,69,378",2120,G.I. Generation
Thailand,1992,male,15-24 years,715," 6,074,765 ",Thailand1992,"1,11,45,28,69,378",2120,Generation X
Thailand,1992,male,35-54 years,672," 6,094,652 ",Thailand1992,"1,11,45,28,69,378",2120,Boomers
Thailand,1992,male,55-74 years,274," 2,638,704 ",Thailand1992,"1,11,45,28,69,378",2120,Silent
Thailand,1992,female,15-24 years,475," 5,920,487 ",Thailand1992,"1,11,45,28,69,378",2120,Generation X
Thailand,1992,female,25-34 years,322," 5,061,899 ",Thailand1992,"1,11,45,28,69,378",2120,Boomers
Thailand,1992,female,35-54 years,283," 6,521,746 ",Thailand1992,"1,11,45,28,69,378",2120,Boomers
Thailand,1992,female,75+ years,17," 548,576 ",Thailand1992,"1,11,45,28,69,378",2120,G.I. Generation
Thailand,1992,female,55-74 years,86," 2,905,183 ",Thailand1992,"1,11,45,28,69,378",2120,Silent
Thailand,1992,male,5-14 years,11," 5,819,120 ",Thailand1992,"1,11,45,28,69,378",2120,Millenials
Thailand,1992,female,5-14 years,8," 5,624,480 ",Thailand1992,"1,11,45,28,69,378",2120,Millenials
Thailand,1994,male,75+ years,35," 368,000 ",Thailand1994,"1,46,68,34,99,006",2784,G.I. Generation
Thailand,1994,male,25-34 years,457," 5,433,000 ",Thailand1994,"1,46,68,34,99,006",2784,Boomers
Thailand,1994,male,55-74 years,205," 2,446,000 ",Thailand1994,"1,46,68,34,99,006",2784,Silent
Thailand,1994,male,15-24 years,483," 6,181,000 ",Thailand1994,"1,46,68,34,99,006",2784,Generation X
Thailand,1994,male,35-54 years,431," 6,064,000 ",Thailand1994,"1,46,68,34,99,006",2784,Boomers
Thailand,1994,female,15-24 years,255," 5,973,000 ",Thailand1994,"1,46,68,34,99,006",2784,Generation X
Thailand,1994,female,35-54 years,204," 6,170,000 ",Thailand1994,"1,46,68,34,99,006",2784,Boomers
Thailand,1994,female,25-34 years,152," 5,290,000 ",Thailand1994,"1,46,68,34,99,006",2784,Boomers
Thailand,1994,female,55-74 years,72," 2,777,000 ",Thailand1994,"1,46,68,34,99,006",2784,Silent
Thailand,1994,female,75+ years,11," 559,000 ",Thailand1994,"1,46,68,34,99,006",2784,G.I. Generation
Thailand,1994,female,5-14 years,1," 5,609,000 ",Thailand1994,"1,46,68,34,99,006",2784,Millenials
Thailand,1994,male,5-14 years,1," 5,821,000 ",Thailand1994,"1,46,68,34,99,006",2784,Millenials
Thailand,1995,male,25-34 years,931," 5,235,459 ",Thailand1995,"1,69,27,85,52,851",3114,Generation X
Thailand,1995,male,15-24 years,847," 5,996,449 ",Thailand1995,"1,69,27,85,52,851",3114,Generation X
Thailand,1995,male,35-54 years,883," 6,725,727 ",Thailand1995,"1,69,27,85,52,851",3114,Boomers
Thailand,1995,male,75+ years,49," 425,976 ",Thailand1995,"1,69,27,85,52,851",3114,G.I. Generation
Thailand,1995,male,55-74 years,334," 2,948,209 ",Thailand1995,"1,69,27,85,52,851",3114,Silent
Thailand,1995,female,15-24 years,362," 5,852,275 ",Thailand1995,"1,69,27,85,52,851",3114,Generation X
Thailand,1995,female,25-34 years,287," 5,230,422 ",Thailand1995,"1,69,27,85,52,851",3114,Generation X
Thailand,1995,female,35-54 years,309," 7,081,475 ",Thailand1995,"1,69,27,85,52,851",3114,Boomers
Thailand,1995,female,75+ years,25," 597,697 ",Thailand1995,"1,69,27,85,52,851",3114,G.I. Generation
Thailand,1995,female,55-74 years,120," 3,284,191 ",Thailand1995,"1,69,27,85,52,851",3114,Silent
Thailand,1995,male,5-14 years,56," 5,592,494 ",Thailand1995,"1,69,27,85,52,851",3114,Millenials
Thailand,1995,female,5-14 years,42," 5,395,683 ",Thailand1995,"1,69,27,85,52,851",3114,Millenials
Thailand,1996,male,25-34 years,1040," 5,350,491 ",Thailand1996,"1,83,03,51,54,107",3324,Generation X
Thailand,1996,male,15-24 years,988," 5,872,928 ",Thailand1996,"1,83,03,51,54,107",3324,Generation X
Thailand,1996,male,35-54 years,880," 7,038,730 ",Thailand1996,"1,83,03,51,54,107",3324,Boomers
Thailand,1996,male,55-74 years,349," 3,033,530 ",Thailand1996,"1,83,03,51,54,107",3324,Silent
Thailand,1996,male,75+ years,43," 450,130 ",Thailand1996,"1,83,03,51,54,107",3324,G.I. Generation
Thailand,1996,female,25-34 years,321," 5,387,825 ",Thailand1996,"1,83,03,51,54,107",3324,Generation X
Thailand,1996,female,15-24 years,341," 5,739,023 ",Thailand1996,"1,83,03,51,54,107",3324,Generation X
Thailand,1996,female,35-54 years,335," 7,377,294 ",Thailand1996,"1,83,03,51,54,107",3324,Boomers
Thailand,1996,female,55-74 years,127," 3,384,108 ",Thailand1996,"1,83,03,51,54,107",3324,Silent
Thailand,1996,female,75+ years,19," 623,543 ",Thailand1996,"1,83,03,51,54,107",3324,G.I. Generation
Thailand,1996,female,5-14 years,0," 5,304,296 ",Thailand1996,"1,83,03,51,54,107",3324,Millenials
Thailand,1996,male,5-14 years,0," 5,508,805 ",Thailand1996,"1,83,03,51,54,107",3324,Millenials
Thailand,1997,male,25-34 years,1018," 5,434,836 ",Thailand1997,"1,50,18,02,68,649",2689,Generation X
Thailand,1997,male,15-24 years,873," 5,753,768 ",Thailand1997,"1,50,18,02,68,649",2689,Generation X
Thailand,1997,male,35-54 years,946," 7,383,107 ",Thailand1997,"1,50,18,02,68,649",2689,Boomers
Thailand,1997,male,75+ years,53," 474,539 ",Thailand1997,"1,50,18,02,68,649",2689,G.I. Generation
Thailand,1997,male,55-74 years,306," 3,119,739 ",Thailand1997,"1,50,18,02,68,649",2689,Silent
Thailand,1997,female,15-24 years,268," 5,622,677 ",Thailand1997,"1,50,18,02,68,649",2689,Generation X
Thailand,1997,female,25-34 years,237," 5,526,117 ",Thailand1997,"1,50,18,02,68,649",2689,Generation X
Thailand,1997,female,35-54 years,318," 7,717,870 ",Thailand1997,"1,50,18,02,68,649",2689,Boomers
Thailand,1997,female,55-74 years,117," 3,488,033 ",Thailand1997,"1,50,18,02,68,649",2689,Silent
Thailand,1997,female,75+ years,14," 650,823 ",Thailand1997,"1,50,18,02,68,649",2689,G.I. Generation
Thailand,1997,female,5-14 years,0," 5,240,629 ",Thailand1997,"1,50,18,02,68,649",2689,Millenials
Thailand,1997,male,5-14 years,0," 5,446,950 ",Thailand1997,"1,50,18,02,68,649",2689,Millenials
Thailand,1998,male,25-34 years,1222," 5,480,327 ",Thailand1998,"1,13,67,57,06,127",2005,Generation X
Thailand,1998,male,15-24 years,990," 5,647,183 ",Thailand1998,"1,13,67,57,06,127",2005,Generation X
Thailand,1998,male,35-54 years,1127," 7,751,471 ",Thailand1998,"1,13,67,57,06,127",2005,Boomers
Thailand,1998,male,55-74 years,419," 3,207,588 ",Thailand1998,"1,13,67,57,06,127",2005,Silent
Thailand,1998,male,75+ years,46," 500,114 ",Thailand1998,"1,13,67,57,06,127",2005,G.I. Generation
Thailand,1998,female,15-24 years,304," 5,512,158 ",Thailand1998,"1,13,67,57,06,127",2005,Generation X
Thailand,1998,female,25-34 years,286," 5,630,176 ",Thailand1998,"1,13,67,57,06,127",2005,Generation X
Thailand,1998,female,35-54 years,343," 8,095,997 ",Thailand1998,"1,13,67,57,06,127",2005,Boomers
Thailand,1998,female,55-74 years,142," 3,595,775 ",Thailand1998,"1,13,67,57,06,127",2005,Silent
Thailand,1998,female,75+ years,20," 680,581 ",Thailand1998,"1,13,67,57,06,127",2005,G.I. Generation
Thailand,1998,male,5-14 years,38," 5,397,792 ",Thailand1998,"1,13,67,57,06,127",2005,Millenials
Thailand,1998,female,5-14 years,26," 5,192,621 ",Thailand1998,"1,13,67,57,06,127",2005,Millenials
Thailand,1999,male,25-34 years,1272," 5,479,479 ",Thailand1999,"1,26,66,89,32,160",2203,Generation X
Thailand,1999,male,15-24 years,983," 5,554,216 ",Thailand1999,"1,26,66,89,32,160",2203,Generation X
Thailand,1999,male,35-54 years,1234," 8,133,153 ",Thailand1999,"1,26,66,89,32,160",2203,Boomers
Thailand,1999,male,55-74 years,469," 3,298,897 ",Thailand1999,"1,26,66,89,32,160",2203,Silent
Thailand,1999,male,75+ years,72," 527,861 ",Thailand1999,"1,26,66,89,32,160",2203,G.I. Generation
Thailand,1999,female,25-34 years,324," 5,683,342 ",Thailand1999,"1,26,66,89,32,160",2203,Generation X
Thailand,1999,female,15-24 years,283," 5,409,200 ",Thailand1999,"1,26,66,89,32,160",2203,Generation X
Thailand,1999,female,55-74 years,174," 3,706,771 ",Thailand1999,"1,26,66,89,32,160",2203,Silent
Thailand,1999,female,35-54 years,380," 8,500,029 ",Thailand1999,"1,26,66,89,32,160",2203,Boomers
Thailand,1999,female,75+ years,28," 713,838 ",Thailand1999,"1,26,66,89,32,160",2203,G.I. Generation
Thailand,1999,male,5-14 years,38," 5,352,827 ",Thailand1999,"1,26,66,89,32,160",2203,Millenials
Thailand,1999,female,5-14 years,19," 5,148,247 ",Thailand1999,"1,26,66,89,32,160",2203,Millenials
Thailand,2000,male,25-34 years,1284," 5,430,800 ",Thailand2000,"1,26,39,23,08,498",2169,Generation X
Thailand,2000,male,15-24 years,961," 5,473,800 ",Thailand2000,"1,26,39,23,08,498",2169,Generation X
Thailand,2000,male,35-54 years,1263," 8,517,696 ",Thailand2000,"1,26,39,23,08,498",2169,Boomers
Thailand,2000,male,55-74 years,454," 3,396,287 ",Thailand2000,"1,26,39,23,08,498",2169,Silent
Thailand,2000,male,75+ years,71," 558,173 ",Thailand2000,"1,26,39,23,08,498",2169,G.I. Generation
Thailand,2000,female,75+ years,43," 751,074 ",Thailand2000,"1,26,39,23,08,498",2169,G.I. Generation
Thailand,2000,female,35-54 years,444," 8,919,470 ",Thailand2000,"1,26,39,23,08,498",2169,Boomers
Thailand,2000,female,15-24 years,248," 5,314,448 ",Thailand2000,"1,26,39,23,08,498",2169,Generation X
Thailand,2000,female,25-34 years,261," 5,675,628 ",Thailand2000,"1,26,39,23,08,498",2169,Generation X
Thailand,2000,female,55-74 years,153," 3,820,685 ",Thailand2000,"1,26,39,23,08,498",2169,Silent
Thailand,2000,female,5-14 years,0," 5,098,737 ",Thailand2000,"1,26,39,23,08,498",2169,Millenials
Thailand,2000,male,5-14 years,0," 5,305,337 ",Thailand2000,"1,26,39,23,08,498",2169,Millenials
Thailand,2002,male,25-34 years,1063," 5,791,577 ",Thailand2002,"1,34,30,08,51,255",2305,Generation X
Thailand,2002,male,75+ years,99," 613,130 ",Thailand2002,"1,34,30,08,51,255",2305,Silent
Thailand,2002,male,55-74 years,522," 3,362,623 ",Thailand2002,"1,34,30,08,51,255",2305,Silent
Thailand,2002,male,35-54 years,1252," 8,581,154 ",Thailand2002,"1,34,30,08,51,255",2305,Boomers
Thailand,2002,male,15-24 years,743," 5,384,313 ",Thailand2002,"1,34,30,08,51,255",2305,Millenials
Thailand,2002,female,35-54 years,456," 8,981,392 ",Thailand2002,"1,34,30,08,51,255",2305,Boomers
Thailand,2002,female,75+ years,43," 866,092 ",Thailand2002,"1,34,30,08,51,255",2305,Silent
Thailand,2002,female,25-34 years,287," 5,812,384 ",Thailand2002,"1,34,30,08,51,255",2305,Generation X
Thailand,2002,female,55-74 years,183," 3,816,883 ",Thailand2002,"1,34,30,08,51,255",2305,Silent
Thailand,2002,female,15-24 years,199," 5,194,271 ",Thailand2002,"1,34,30,08,51,255",2305,Millenials
Thailand,2002,male,5-14 years,33," 5,077,442 ",Thailand2002,"1,34,30,08,51,255",2305,Millenials
Thailand,2002,female,5-14 years,22," 4,782,128 ",Thailand2002,"1,34,30,08,51,255",2305,Millenials
Thailand,2003,male,25-34 years,912," 5,433,433 ",Thailand2003,"1,52,28,06,53,544",2531,Generation X
Thailand,2003,male,55-74 years,531," 3,697,698 ",Thailand2003,"1,52,28,06,53,544",2531,Silent
Thailand,2003,male,35-54 years,1277," 9,254,313 ",Thailand2003,"1,52,28,06,53,544",2531,Boomers
Thailand,2003,male,75+ years,93," 680,116 ",Thailand2003,"1,52,28,06,53,544",2531,Silent
Thailand,2003,male,15-24 years,579," 5,371,988 ",Thailand2003,"1,52,28,06,53,544",2531,Millenials
Thailand,2003,female,75+ years,41," 894,196 ",Thailand2003,"1,52,28,06,53,544",2531,Silent
Thailand,2003,female,25-34 years,248," 5,596,786 ",Thailand2003,"1,52,28,06,53,544",2531,Generation X
Thailand,2003,female,55-74 years,183," 4,180,149 ",Thailand2003,"1,52,28,06,53,544",2531,Silent
Thailand,2003,female,35-54 years,394," 9,801,993 ",Thailand2003,"1,52,28,06,53,544",2531,Boomers
Thailand,2003,female,15-24 years,177," 5,249,392 ",Thailand2003,"1,52,28,06,53,544",2531,Millenials
Thailand,2003,male,5-14 years,33," 5,101,537 ",Thailand2003,"1,52,28,06,53,544",2531,Millenials
Thailand,2003,female,5-14 years,16," 4,897,350 ",Thailand2003,"1,52,28,06,53,544",2531,Millenials
Thailand,2004,male,25-34 years,915," 5,415,213 ",Thailand2004,"1,72,89,54,76,153",2849,Generation X
Thailand,2004,male,35-54 years,1251," 9,483,233 ",Thailand2004,"1,72,89,54,76,153",2849,Boomers
Thailand,2004,male,75+ years,93," 719,132 ",Thailand2004,"1,72,89,54,76,153",2849,Silent
Thailand,2004,male,55-74 years,491," 3,818,852 ",Thailand2004,"1,72,89,54,76,153",2849,Silent
Thailand,2004,male,15-24 years,486," 5,311,644 ",Thailand2004,"1,72,89,54,76,153",2849,Millenials
Thailand,2004,female,75+ years,46," 944,827 ",Thailand2004,"1,72,89,54,76,153",2849,Silent
Thailand,2004,female,55-74 years,190," 4,322,098 ",Thailand2004,"1,72,89,54,76,153",2849,Silent
Thailand,2004,female,35-54 years,413," 10,068,026 ",Thailand2004,"1,72,89,54,76,153",2849,Boomers
Thailand,2004,female,25-34 years,220," 5,553,004 ",Thailand2004,"1,72,89,54,76,153",2849,Generation X
Thailand,2004,female,15-24 years,162," 5,201,780 ",Thailand2004,"1,72,89,54,76,153",2849,Millenials
Thailand,2004,male,5-14 years,17," 5,028,787 ",Thailand2004,"1,72,89,54,76,153",2849,Millenials
Thailand,2004,female,5-14 years,12," 4,819,777 ",Thailand2004,"1,72,89,54,76,153",2849,Millenials
Thailand,2005,male,25-34 years,838," 5,394,031 ",Thailand2005,"1,89,31,84,99,954",3094,Generation X
Thailand,2005,male,75+ years,94," 756,122 ",Thailand2005,"1,89,31,84,99,954",3094,Silent
Thailand,2005,male,55-74 years,486," 3,955,327 ",Thailand2005,"1,89,31,84,99,954",3094,Silent
Thailand,2005,male,35-54 years,1128," 9,695,484 ",Thailand2005,"1,89,31,84,99,954",3094,Boomers
Thailand,2005,male,15-24 years,458," 5,246,514 ",Thailand2005,"1,89,31,84,99,954",3094,Millenials
Thailand,2005,female,55-74 years,175," 4,480,508 ",Thailand2005,"1,89,31,84,99,954",3094,Silent
Thailand,2005,female,35-54 years,383," 10,311,164 ",Thailand2005,"1,89,31,84,99,954",3094,Boomers
Thailand,2005,female,25-34 years,187," 5,511,934 ",Thailand2005,"1,89,31,84,99,954",3094,Generation X
Thailand,2005,female,75+ years,33," 996,752 ",Thailand2005,"1,89,31,84,99,954",3094,Silent
Thailand,2005,female,15-24 years,117," 5,146,603 ",Thailand2005,"1,89,31,84,99,954",3094,Millenials
Thailand,2005,male,5-14 years,26," 4,951,038 ",Thailand2005,"1,89,31,84,99,954",3094,Millenials
Thailand,2005,female,5-14 years,12," 4,737,188 ",Thailand2005,"1,89,31,84,99,954",3094,Millenials
Thailand,2006,male,25-34 years,765," 5,386,410 ",Thailand2006,"2,21,75,84,86,880",3598,Generation X
Thailand,2006,male,35-54 years,1150," 9,887,556 ",Thailand2006,"2,21,75,84,86,880",3598,Boomers
Thailand,2006,male,55-74 years,458," 4,090,909 ",Thailand2006,"2,21,75,84,86,880",3598,Silent
Thailand,2006,male,75+ years,87," 801,587 ",Thailand2006,"2,21,75,84,86,880",3598,Silent
Thailand,2006,male,15-24 years,378," 5,162,684 ",Thailand2006,"2,21,75,84,86,880",3598,Millenials
Thailand,2006,female,35-54 years,339," 10,529,498 ",Thailand2006,"2,21,75,84,86,880",3598,Boomers
Thailand,2006,female,55-74 years,147," 4,640,141 ",Thailand2006,"2,21,75,84,86,880",3598,Silent
Thailand,2006,female,75+ years,27," 1,054,449 ",Thailand2006,"2,21,75,84,86,880",3598,Silent
Thailand,2006,female,25-34 years,139," 5,487,543 ",Thailand2006,"2,21,75,84,86,880",3598,Generation X
Thailand,2006,female,15-24 years,91," 5,071,455 ",Thailand2006,"2,21,75,84,86,880",3598,Millenials
Thailand,2006,male,5-14 years,14," 4,871,391 ",Thailand2006,"2,21,75,84,86,880",3598,Millenials
Thailand,2006,female,5-14 years,13," 4,652,889 ",Thailand2006,"2,21,75,84,86,880",3598,Millenials
Thailand,2007,male,75+ years,104," 708,031 ",Thailand2007,"2,62,94,26,50,544",4461,Silent
